miami,"11022,11043,11302,10821,17541"
miami,"11043,17541"
china,"19969,18434,19970,18436,19207,19976,19983,5655,19993,5658,19994,19997,20510,5667,20007,20008,20009,6186,15405,18735,14896,10289,18505,13386,20554,5709,19277,18767,6234,13406,18794,18795,19054,19315,20087,14204,20094,10626,10627,12163,18828,20113,18836,10140,20125,18852,10421,14262,18882,10180,5574,18888,20169,5581,6098,6100,18900,13275,14055,19946,5611,5615,9726,11007"
china,"19969,18434,19970,18436,19207,19976,19983,5655,19993,5658,19994,19997,20510,5667,20007,20008,20009,6186,15405,18735,14896,10289,18505,13386,20554,5709,19277,18767,6234,13406,18794,18795,19054,19315,20087,14204,20094,10626,10627,12163,18828,20113,18836,10140,20125,18852,10421,14262,18882,10180,5574,18888,20169,5581,6098,6100,18900,13275,14055,19946,5611,5615,9726,11007"
53.5609739,134.7754563,17.9996,73.4994136,ChIJwULG5WSOUDERbzafNHyqHZU
phoenix,"13057,16642,13059,13061,13065,13070,16657,11540,16404,13079,4635,13083,13084,13085,10782,10293,5175,7750,10056,4973,9333,14454,10872,13462,16023,13730,10150,13742,16049,13762,8398,15319,14300,2269,4845,4590,18929,13046,9721,13050,13051,13054"
33.92057,-111.926046,33.2902598,-112.324056,ChIJy3mhUO0SK4cRrBtKNfjHaYw
phoenix,"13056,14080,13057,16642,13059,13060,13061,13062,13063,13065,13068,16396,13069,13070,13072,16657,11540,13076,16404,3605,13077,13078,17430,13079,13080,13081,13082,4635,13083,13084,5661,13085,10782,6441,4909,2354,10291,10293,5175,14903,14137,16697,1596,7750,7751,10056,7755,2639,4953,18265,7780,7781,16230,9063,16231,7785,7787,4973,1650,9333,14454,9592,10872,4985,17288,4754,13462,16023,17820,13730,13731,9894,10150,13742,16049,17083,13759,13760,13761,13762,13763,13764,10437,13765,11464,4554,13770,9420,8398,10191,14033,14034,15319,14300,2269,16609,16359,4845,4590,16369,18929,13045,13046,13047,17144,9721,13049,13050,13051,13052,16380,13054,9215,13055"
33.92057,-112.555000305,33.2902598,-111.684120178,ChIJy3mhUO0SK4cRrBtKNfjHaYw
phoenix,"13057,4635,13084,13085,10782,10056,14454,13730,13742,16049,2269,18929,13046,13050"
33.92057,-111.684120178,33.2902598,-112.555000305,ChIJy3mhUO0SK4cRrBtKNfjHaYw
phoenix,"4635,13084,13085,10056,14454,13742,2269,18929,13046"
33.92057,-111.684120178,33.248100281,-112.556,ChIJy3mhUO0SK4cRrBtKNfjHaYw
phoenix,"4635,13084,13085,14454,13742,2269,18929,13046"
33.92057,-111.684120178,33.2480,-112.556,ChIJy3mhUO0SK4cRrBtKNfjHaYw
"los cabos","17665,17671,19217,15131,16934,16939,16716,102,104,4461,3702,17526,10889,19089,2968,9629,4768,4782,4783,958,18382,16857,4583,17649,17656,17657"
22.9202876,-109.8942559,22.872165,-109.9717403,ChIJoQjlifNKr4YRaLiiwWLfpEs
"los cabos","17665,17671,19217,15131,16934,16939,16716,102,104,4461,3702,17526,10889,19089,2968,9629,4768,4782,4783,958,18382,16857,4583,17649,17656,17657"
22.9202876,-109.8942559,22.872165,-109.9717403,ChIJoQjlifNKr4YRaLiiwWLfpEs
"los cabos","17665,17671,19217,15131,16934,16939,16716,102,104,4461,3702,17526,10889,19089,2968,9629,4768,4782,958,18382,16857,4583,17649,17656,17657"
23.24135,-109.8942559,22.872165,-109.9717403,ChIJoQjlifNKr4YRaLiiwWLfpEs
"los cabos","19217,104,19089,958"
23.24135,-109.670,22.872165,-110.015,ChIJoQjlifNKr4YRaLiiwWLfpEs
"salt lake city","11008,14861,15388,6691,13877,8505,13881,8301,17519,17520,16500,9846,10895,17328,14513,13284,13285,13286,13287,13288,7913,14829,13295,13297,7666,18937"
