63,36.1126264,-115.1767051
116,26.3419485,-80.0774959
279,37.7923897,-122.4104443
358,-8.5007808,115.527924
361,-8.4885433,115.244686
495,18.4433099,-66.0177418
525,36.2302565,-121.7718118
537,36.1125414,-115.1706705
558,26.7014429,-78.9928014
570,12.7254927,-61.3239372
607,20.6607098,-105.2530199
663,27.4785591,89.6119849
848,40.7665889,-73.9684
866,45.5070794,-73.5648115
947,30.5548966,-81.4445022
951,34.0982596,-118.3684936
1031,28.411232,-81.5902603
1094,40.7644691,-73.9744877
1182,-8.2630272,117.4987216
1354,36.1690646,-115.1459883
1404,36.5688064,-121.9506241
1481,11.3529141,120.7312909
1503,19.4416667,-155.235
1534,25.0750265,-77.4009025
1771,43.5865582,-110.8288415
1878,46.4111111,-73.1947222
1972,38.9059316,-77.036856
2102,10.3642969,-85.8197021
2113,26.0123056,-80.1161948
2166,33.1334643,-117.3116281
2177,37.4605555,-122.1427593
2251,51.1838755,-115.5503624
2269,33.3738051,-111.9701886
2653,37.1706062,-113.6510845
2786,-6.4105896,39.4522668
2795,24.5661619,-81.7734198
3239,39.9333,116.400002
3610,20.6325636,-87.0692177
4130,28.3385628,-81.5835302
4382,9.966782,-84.441376
4635,33.2665851,-111.9920529
4650,18.1421426,-65.4710493
4723,50.0379326,8.5621518
4849,45.6300625,8.7255307
4919,38.5625649,68.8113397
4920,-8.2548974,-34.9472196
5060,54.7192372,55.9487847
5115,20.7679501,-105.5378292
5132,-17.636899,-149.611181
5405,25.584713,55.834862
5529,51.9347985,-1.473924
5561,48.1475372,17.1081976
5574,36.070349,103.853508
5592,52.3771774,4.8961367
5611,34.762494,113.694304
5615,30.681136,111.305966
5655,23.107559,113.628201
5667,37.461094,121.471176
5709,41.79197,123.40239
5902,14.5874321,-90.5208284
5983,41.9052044,-87.6302051
6002,14.0884035,-87.184976
6040,-16.5422143,-151.7359516
6054,-6.2094606,106.8207907
6077,-17.570925,-149.618736
6157,29.3463469,48.0938689
6180,25.0790013,55.1374762
6234,29.6521864,91.1615446
6311,36.1070491,-115.1696287
6319,41.8884634,-87.6273364
6393,34.0667099,-118.3960923
6400,21.2819139,-157.8282312
6404,37.8054379,-122.4167609
6419,34.8639763,-111.7815224
6500,33.7952328,-116.4998313
6522,8.9748417,-79.5063585
6566,25.7989787,-80.1268868
